		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000010111  241  257  230  232  236  255  263  250  5.142246 0.742270 SUCCESS  11
000011001  236  214  227  250  238  232  263  267 12.183410 0.143206 SUCCESS  12
000011011  257  274  245  257  258  264  249  230  5.631232 0.688461 SUCCESS  13
000011101  247  259  276  241  280  259  244  257  7.922949 0.441033 SUCCESS  14
000011111  218  270  255  246  285  258  249  262 11.999814 0.151212 SUCCESS  15
000100011  254  287  237  235  272  253  231  253 10.933794 0.205479 SUCCESS  16
000100101  253  244  278  243  262  245  228  237  7.032251 0.533157 SUCCESS  17
000100111  263  268  247  226  219  238  247  241  9.397665 0.309867 SUCCESS  18
000101001  257  250  256  279  234  234  242  228  8.214246 0.412827 SUCCESS  19
000101011  247  293  254  261  236  258  254  243  9.604663 0.293876 SUCCESS  20
000101101  247  260  256  259  226  244  257  246  3.735410 0.880172 SUCCESS  21
000101111  257  249  235  234  264  258  279  253  6.793188 0.559102 SUCCESS  22
000110011  253  219  253  258  235  231  255  286 12.203968 0.142333 SUCCESS  23
000110101  262  264  245  252  250  258  252  251  1.816574 0.986128 SUCCESS  24
000110111  239  262  245  247  253  274  240  225  6.655103 0.574260 SUCCESS  25
000111001  270  237  236  260  261  280  232  266 10.208202 0.250716 SUCCESS  26
000111011  256  237  257  248  271  251  267  244  4.244824 0.834387 SUCCESS  27
000111101  231  229  254  238  233  253  269  238  7.295362 0.505126 SUCCESS  28
000111111  241  269  246  248  275  244  246  269  6.210982 0.623612 SUCCESS  29
001000011  245  269  261  247  254  250  279  262  6.285067 0.615334 SUCCESS  30
001000101  228  261  270  268  237  243  236  225  9.793172 0.279844 SUCCESS  31
001000111  251  271  243  225  264  275  244  234  9.223119 0.323825 SUCCESS  32
001001011  274  234  277  239  254  226  242  237 10.370206 0.239997 SUCCESS  33
001001101  246  232  269  254  248  223  243  239  6.696606 0.569692 SUCCESS  34
001001111  271  290  265  251  225  233  268  226 16.888380 0.031293 SUCCESS  35
001010011  258  241  230  241  250  223  243  227  7.986303 0.434809 SUCCESS  36
001010101  254  247  233  251  272  260  271  258  5.814828 0.667965 SUCCESS  37
001010111  239  251  237  269  257  253  241  240  3.684727 0.884390 SUCCESS  38
001011011  265  249  226  262  235  259  239  255  5.782764 0.671551 SUCCESS  39
001011101  266  223  239  247  252  237  230  228  8.976299 0.344299 SUCCESS  40
001011111  255  224  265  204  256  255  265  233 14.959329 0.059941 SUCCESS  41
001100101  257  241  237  256  233  234  256  242  4.048945 0.852681 SUCCESS  42
001100111  250  242  251  239  229  276  245  271  7.319410 0.502595 SUCCESS  43
001101011  269  259  235  262  271  232  257  265  7.660614 0.467304 SUCCESS  44
001101101  247  264  245  231  268  276  251  255  6.694925 0.569877 SUCCESS  45
001101111  260  252  245  245  235  256  254  234  2.839927 0.943998 SUCCESS  46
001110101  238  244  276  246  242  287  229  270 13.020323 0.111152 SUCCESS  47
001110111  254  233  262  237  257  261  259  246  3.662747 0.886198 SUCCESS  48
001111011  251  244  251  265  248  274  249  253  3.533713 0.896557 SUCCESS  49
001111101  250  262  249  246  244  246  228  255  2.984606 0.935320 SUCCESS  50
001111111  258  261  225  257  248  241  252  247  3.958053 0.860888 SUCCESS  51
010000011  231  235  246  264  239  275  265  249  7.323677 0.502147 SUCCESS  52
010000111  229  251  279  255  261  246  282  270 11.879572 0.156659 SUCCESS  53
010001011  238  252  253  267  246  254  257  233  3.376105 0.908590 SUCCESS  54
010001111  254  259  247  239  260  277  266  240  5.847410 0.664320 SUCCESS  55
010010011  249  262  248  276  245  251  244  221  7.148873 0.520659 SUCCESS  56
010010111  284  248  264  233  265  227  235  243 11.059079 0.198374 SUCCESS  57
010011011  253  235  243  232  267  225  232  249  7.629325 0.470490 SUCCESS  58
010011111  248  238  267  238  240  221  271  252  8.134990 0.420396 SUCCESS  59
010100011  287  246  244  266  274  286  262  226 17.674222 0.023806 SUCCESS  60
010100111  262  211  265  248  244  256  234  260  9.604404 0.293896 SUCCESS  61
010101011  252  252  233  261  243  257  250  254  2.201349 0.974208 SUCCESS  62
010101111  234  262  223  272  268  243  248  260  8.648412 0.372818 SUCCESS  63
010110011  246  242  254  269  260  273  254  265  5.498448 0.703212 SUCCESS  64
010110111  269  251  235  249  209  245  252  267 10.700420 0.219258 SUCCESS  65
010111011  277  237  235  247  255  263  239  244  6.135345 0.632074 SUCCESS  66
010111111  257  250  244  242  266  253  250  252  1.731240 0.988172 SUCCESS  67
011000111  242  259  245  252  236  245  264  255  2.548372 0.959437 SUCCESS  68
011001111  266  217  246  224  248  244  236  257  9.598974 0.294308 SUCCESS  69
011010111  262  253  237  246  253  230  266  282  8.390214 0.396310 SUCCESS  70
011011111  252  287  255  234  245  251  260  217 11.870263 0.157087 SUCCESS  71
011101111  257  239  225  257  290  256  243  235 11.394594 0.180327 SUCCESS  72
011111111  279  247  239  239  260  249  253  236  5.784315 0.671377 SUCCESS  73
100000000  258  247  251  237  236  235  254  233  4.002788 0.856872 SUCCESS  74
100010000  245  242  248  275  246  241  245  246  3.540048 0.896059 SUCCESS  75
100100000  228  261  255  253  244  261  244  254  3.508501 0.898529 SUCCESS  76
100101000  267  239  228  245  272  251  265  245  6.844776 0.553469 SUCCESS  77
100110000  245  267  247  228  271  266  233  242  7.682982 0.465034 SUCCESS  78
100111000  260  241  231  266  216  237  251  231 10.272719 0.246404 SUCCESS  79
101000000  270  242  250  222  258  240  253  250  5.877277 0.660977 SUCCESS  80
101000100  242  240  270  260  243  250  265  234  4.940549 0.763911 SUCCESS  81
101001000  223  267  247  251  238  255  234  250  6.007087 0.646438 SUCCESS  82
101001100  243  277  244  245  263  258  229  241  6.594982 0.580893 SUCCESS  83
101010000  243  236  272  280  230  261  253  245  9.038618 0.339049 SUCCESS  84
101010100  255  252  233  267  253  279  274  245  8.522222 0.384187 SUCCESS  85
101011000  239  267  258  272  264  219  255  260  9.272121 0.319863 SUCCESS  86
101011100  263  263  246  252  266  252  244  244  2.858675 0.942911 SUCCESS  87
101100000  221  243  229  250  244  237  260  281 10.740242 0.216856 SUCCESS  88
101100100  240  247  251  287  230  271  266  230 12.315677 0.137665 SUCCESS  89
101101000  269  248  268  279  259  244  250  235  7.751895 0.458073 SUCCESS  90
101101100  240  255  245  251  258  261  249  272  3.400800 0.906751 SUCCESS  91
101110000  230  227  257  239  235  257  245  262  6.373632 0.605456 SUCCESS  92
101110100  238  244  262  231  247  247  223  263  6.618125 0.578337 SUCCESS  93
101111000  266  241  220  250  270  267  246  259  8.372372 0.397966 SUCCESS  94
101111100  234  273  251  217  243  232  250  270 10.951895 0.204440 SUCCESS  95
110000000  234  228  236  237  227  242  230  274 11.051451 0.198801 SUCCESS  96
110000010  262  250  234  228  279  250  282  255 11.482255 0.175842 SUCCESS  97
110000100  257  273  249  211  265  240  230  235 12.613826 0.125845 SUCCESS  98
110001000  264  275  238  248  234  240  239  253  6.018723 0.645135 SUCCESS  99
110001010  274  254  244  273  245  239  252  241  5.745527 0.675712 SUCCESS 100
110010000  252  276  259  250  255  268  257  245  4.906675 0.767503 SUCCESS 101
110010010  253  246  254  242  269  247  249  228  3.970335 0.859790 SUCCESS 102
110010100  252  254  217  248  264  260  262  237  7.123790 0.523338 SUCCESS 103
110011000  282  250  240  258  241  274  246  253  7.742586 0.459011 SUCCESS 104
110011010  242  273  247  253  237  222  256  268  7.960057 0.437382 SUCCESS 105
110100000  244  245  261  248  245  229  261  234  4.253099 0.833596 SUCCESS 106
110100010  245  244  272  245  236  259  265  245  4.540129 0.805405 SUCCESS 107
110100100  225  266  260  234  261  243  231  248  7.327297 0.501766 SUCCESS 108
110101000  234  227  272  281  255  270  248  233 12.199572 0.142519 SUCCESS 109
110101010  253  257  233  277  224  276  253  241 10.419725 0.236793 SUCCESS 110
110101100  236  260  235  268  271  247  246  250  5.425786 0.711248 SUCCESS 111
110110000  236  248  218  211  234  259  238  276 16.133697 0.040506 SUCCESS 112
110110010  250  249  231  268  247  233  256  248  4.234352 0.835385 SUCCESS 113
110110100  269  246  241  254  254  265  256  261  3.613745 0.890185 SUCCESS 114
110111000  241  238  228  226  255  274  247  249  7.839038 0.449349 SUCCESS 115
110111010  242  241  259  258  237  274  239  284  9.570012 0.296511 SUCCESS 116
110111100  287  237  217  241  267  249  240  255 12.920121 0.114628 SUCCESS 117
111000000  242  244  243  234  256  249  230  264  4.289689 0.830087 SUCCESS 118
111000010  241  262  256  231  238  242  241  248  3.780404 0.876373 SUCCESS 119
111000100  286  269  238  233  225  240  241  252 11.996323 0.151368 SUCCESS 120
111000110  248  259  227  231  252  230  276  257  8.702457 0.368015 SUCCESS 121
111001000  243  266  279  234  262  251  229  236  9.036032 0.339265 SUCCESS 122
111001010  250  234  212  270  272  274  244  223 16.236485 0.039118 SUCCESS 123
111001100  270  254  229  234  240  297  238  253 14.793059 0.063296 SUCCESS 124
111010000  236  258  273  223  233  236  251  263  8.987030 0.343391 SUCCESS 125
111010010  249  264  267  236  278  248  240  251  6.504089 0.590954 SUCCESS 126
111010100  220  210  262  273  275  282  222  237 23.890885 0.002390 FAILURE 127
111010110  226  252  249  253  250  237  260  254  3.617754 0.889861 SUCCESS 128
111011000  255  265  238  243  235  255  247  256  3.052614 0.931012 SUCCESS 129
111011010  281  257  235  247  237  281  263  261 11.029988 0.200006 SUCCESS 130
111011100  256  242  261  233  261  251  278  214 11.220048 0.189540 SUCCESS 131
111100000  259  247  234  240  268  248  248  263  3.919006 0.864356 SUCCESS 132
111100010  285  245  248  244  227  237  259  269 10.055636 0.261143 SUCCESS 133
111100100  235  259  260  213  244  248  251  232  8.846489 0.355411 SUCCESS 134
111100110  267  262  240  237  248  276  267  256  7.069358 0.529168 SUCCESS 135
111101000  236  241  277  245  222  251  276  251 10.314352 0.243652 SUCCESS 136
111101010  240  227  243  262  279  260  236  236  8.913851 0.349616 SUCCESS 137
111101100  261  245  257  242  259  264  240  263  3.334602 0.911640 SUCCESS 138
111101110  243  253  251  252  253  245  270  226  4.438505 0.815553 SUCCESS 139
111110000  257  236  236  248  272  227  253  268  7.409657 0.493146 SUCCESS 140
111110010  233  256  245  224  266  247  237  228  8.034788 0.430079 SUCCESS 141
111110100  249  256  244  248  249  253  266  261  1.923111 0.983279 SUCCESS 142
111110110  260  265  285  255  261  275  240  254 10.095071 0.258417 SUCCESS 143
111111000  261  239  241  247  266  240  256  265  3.928315 0.863532 SUCCESS 144
111111010  232  258  244  249  256  244  253  227  4.277406 0.831268 SUCCESS 145
111111100  268  271  219  245  254  259  254  253  7.752283 0.458034 SUCCESS 146
111111110  279  247  239  239  260  249  253  236  5.784315 0.671377 SUCCESS 147

