		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
011010111  236  247  243  272  263  264  248  266  5.644291 0.687007 SUCCESS  70
011011111  265  247  234  224  230  236  264  247  8.131370 0.420744 SUCCESS  71
011101111  267  254  263  239  269  287  250  222 12.869697 0.116412 SUCCESS  72
011111111  268  258  271  228  260  263  262  254  7.215588 0.513561 SUCCESS  73
100000000  224  254  240  281  260  265  269  246 10.162303 0.253819 SUCCESS  74
100010000  234  254  237  239  251  251  218  277  9.581261 0.295654 SUCCESS  75
100100000  224  247  225  257  251  264  264  249  7.250368 0.509877 SUCCESS  76
100101000  257  238  238  256  247  244  238  258  2.586901 0.957555 SUCCESS  77
100110000  236  241  257  232  246  251  260  258  3.435709 0.904122 SUCCESS  78
100111000  261  242  238  242  249  233  245  245  3.026885 0.932659 SUCCESS  79
101000000  226  225  257  261  278  235  252  251  9.865705 0.274579 SUCCESS  80
101000100  248  248  244  259  233  254  261  285  7.352121 0.499161 SUCCESS  81
101001000  255  248  264  279  225  249  281  281 14.963079 0.059867 SUCCESS  82
101001100  244  258  263  256  251  238  254  234  2.986933 0.935175 SUCCESS  83
101010000  262  223  269  262  263  241  237  240  7.848218 0.448435 SUCCESS  84
101010100  253  242  231  249  271  219  246  214 13.018901 0.111201 SUCCESS  85
101011000  268  242  240  266  238  230  237  245  6.127200 0.632986 SUCCESS  86
101011100  265  264  230  226  257  261  285  245 11.659257 0.167067 SUCCESS  87
101100000  239  248  252  262  280  255  276  243  7.963289 0.437064 SUCCESS  88
101100100  254  263  270  247  245  276  270  262  7.619887 0.471453 SUCCESS  89
101101000  241  252  262  268  244  275  229  229  8.671943 0.370722 SUCCESS  90
101101100  262  253  250  247  238  257  240  269  3.378174 0.908436 SUCCESS  91
101110000  255  253  264  225  232  256  259  230  7.013632 0.535163 SUCCESS  92
101110100  246  234  225  245  252  241  267  264  6.169608 0.628240 SUCCESS  93
101111000  228  265  244  254  250  240  248  237  4.273657 0.831628 SUCCESS  94
101111100  256  243  252  256  237  277  248  251  4.255814 0.833337 SUCCESS  95
110000000  255  265  241  253  259  276  268  238  6.482109 0.593393 SUCCESS  96
110000010  223  246  284  250  257  234  262  224 12.517115 0.129580 SUCCESS  97
110000100  268  263  244  236  203  254  280  244 16.076808 0.041294 SUCCESS  98
110001000  235  264  215  234  230  247  230  269 12.700194 0.122590 SUCCESS  99
110001010  239  236  227  259  262  250  251  240  4.844356 0.774075 SUCCESS 100
110010000  242  240  262  252  260  261  263  256  3.058044 0.930662 SUCCESS 101
110010010  247  249  241  227  254  259  263  246  3.730109 0.880616 SUCCESS 102
110010100  262  226  254  259  258  224  247  262  7.073883 0.528683 SUCCESS 103
110011000  227  240  228  225  238  258  256  258  8.456024 0.390237 SUCCESS 104
110011010  264  256  235  246  255  236  262  258  3.733471 0.880335 SUCCESS 105
110100000  238  220  233  258  266  249  258  220 10.824154 0.211863 SUCCESS 106
110100010  226  228  269  261  256  257  251  261  7.237438 0.511245 SUCCESS 107
110100100  258  261  256  266  246  274  265  270  7.021131 0.534354 SUCCESS 108
110101000  236  250  271  257  262  262  257  279  7.721640 0.461123 SUCCESS 109
110101010  291  243  235  245  276  238  260  226 14.383329 0.072305 SUCCESS 110
110101100  291  243  251  245  233  236  242  266 10.596727 0.225612 SUCCESS 111
110110000  230  256  248  250  263  277  263  241  6.573778 0.583236 SUCCESS 112
110110010  267  246  279  269  252  257  243  262  7.262521 0.508592 SUCCESS 113
110110100  248  250  280  269  243  256  241  230  7.577737 0.475765 SUCCESS 114
110111000  257  265  261  220  234  252  238  268  8.369269 0.398255 SUCCESS 115
110111010  242  239  239  234  246  242  251  217  7.154303 0.520080 SUCCESS 116
110111100  263  272  254  257  231  235  260  251  5.815992 0.667835 SUCCESS 117
111000000  268  282  233  250  243  265  252  239  8.427838 0.392831 SUCCESS 118
111000010  263  245  247  248  259  258  260  250  1.873980 0.984634 SUCCESS 119
111000100  248  242  219  244  233  244  239  258  6.506933 0.590639 SUCCESS 120
111000110  273  261  244  242  266  255  262  273  7.059919 0.530182 SUCCESS 121
111001000  276  244  252  262  248  254  256  250  3.795273 0.875106 SUCCESS 122
111001010  268  252  261  246  234  221  264  276 10.073220 0.259924 SUCCESS 123
111001100  222  254  238  249  283  265  258  278 12.860905 0.116726 SUCCESS 124
111010000  235  213  230  263  264  240  262  232 12.102214 0.146701 SUCCESS 125
111010010  285  259  245  259  268  278  260  298 20.392089 0.008950 FAILURE 126
111010100  228  244  247  251  263  269  244  245  4.636840 0.795592 SUCCESS 127
111010110  264  229  256  240  244  245  236  238  4.851079 0.773368 SUCCESS 128
111011000  219  221  253  237  241  255  258  230 10.539192 0.229200 SUCCESS 129
111011010  268  247  260  307  242  240  245  242 16.287168 0.038450 SUCCESS 130
111011100  257  278  259  204  224  263  212  267 23.197745 0.003119 FAILURE 131
111100000  238  270  235  259  247  242  236  223  7.639410 0.469462 SUCCESS 132
111100010  262  240  234  243  222  262  259  245  6.545204 0.586398 SUCCESS 133
111100100  262  263  261  271  224  257  245  246  6.793188 0.559102 SUCCESS 134
111100110  230  258  246  231  256  257  246  281  7.874077 0.445866 SUCCESS 135
111101000  247  229  236  267  253  264  251  253  4.757988 0.783102 SUCCESS 136
111101010  261  263  245  230  290  248  230  250 11.251725 0.187840 SUCCESS 137
111101100  237  242  266  234  272  245  249  243  5.393592 0.714798 SUCCESS 138
111101110  263  248  251  225  240  259  214  234 10.467305 0.233746 SUCCESS 139
111110000  244  279  241  247  263  254  240  219  9.154335 0.329444 SUCCESS 140
111110010  262  227  292  240  232  228  257  235 14.969673 0.059738 SUCCESS 141
111110100  255  258  250  245  277  280  253  248  7.273770 0.507404 SUCCESS 142
111110110  235  276  255  249  242  250  270  249  5.762594 0.673805 SUCCESS 143
111111000  244  277  260  229  232  259  233  223 11.285341 0.186050 SUCCESS 144
111111010  259  247  283  239  294  251  264  246 14.280541 0.074740 SUCCESS 145
111111100  248  258  248  223  248  254  225  255  6.080784 0.638183 SUCCESS 146
111111110  268  258  271  228  260  263  262  254  7.215588 0.513561 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  265  227  279  252  272  271  268  251 11.798376 0.160429 SUCCESS   0
000000011  254  241  259  248  265  257  227  256  4.225172 0.836258 SUCCESS   1
000000101  250  286  273  247  259  248  263  220 12.368428 0.135507 SUCCESS   2
000000111  233  222  263  264  260  238  231  257  8.651257 0.372564 SUCCESS   3
000001001  266  234  236  249  262  262  244  247  4.311152 0.828016 SUCCESS   4
000001011  271  244  288  247  230  249  282  235 14.817754 0.062788 SUCCESS   5
000001101  254  263  249  217  243  248  250  260  5.906109 0.657748 SUCCESS   6
000001111  221  234  259  267  262  240  230  244  8.877390 0.352745 SUCCESS   7
000010001  249  264  257  242  277  263  245  248  5.123758 0.744271 SUCCESS   8
000010011  269  245  241  247  253  250  238  246  2.667192 0.953478 SUCCESS   9
000010101  257  279  246  247  249  229  252  235  6.561107 0.584638 SUCCESS  10
000010111  281  236  267  214  230  271  305  234 28.403855 0.000403 FAILURE  11
000011001  249  275  223  269  263  252  247  248  7.872655 0.446008 SUCCESS  12
000011011  261  255  225  226  243  280  228  261 11.999814 0.151212 SUCCESS  13
000011101  243  238  263  255  261  242  231  237  4.555515 0.803854 SUCCESS  14
000011111  249  232  238  264  266  252  230  223  8.492226 0.386921 SUCCESS  15
000100011  267  278  233  247  257  209  240  251 13.245552 0.103676 SUCCESS  16
000100101  280  246  242  230  256  242  243  265  7.257479 0.509125 SUCCESS  17
000100111  225  244  237  245  266  251  260  234  6.068760 0.639530 SUCCESS  18
000101001  241  264  265  263  249  242  233  254  4.308436 0.828278 SUCCESS  19
000101011  230  258  235  223  251  214  229  247 13.080186 0.109120 SUCCESS  20
000101101  258  257  246  258  262  226  243  236  4.789277 0.779843 SUCCESS  21
000101111  258  274  270  240  246  274  290  231 15.290061 0.053745 SUCCESS  22
000110011  270  270  256  276  260  279  235  251 11.096574 0.196287 SUCCESS  23
000110101  262  242  274  225  258  240  252  268  7.867871 0.446482 SUCCESS  24
000110111  270  254  235  277  242  283  249  269 11.946545 0.153605 SUCCESS  25
000111001  241  224  218  234  233  265  243  260 11.160315 0.192780 SUCCESS  26
000111011  224  236  251  276  235  260  228  216 14.529172 0.068973 SUCCESS  27
000111101  222  236  297  253  247  238  251  249 13.871717 0.085171 SUCCESS  28
000111111  251  256  240  266  277  248  231  245  6.257527 0.618409 SUCCESS  29
001000011  246  246  245  251  260  225  247  251  3.277196 0.915777 SUCCESS  30
001000101  236  247  277  217  274  263  225  230 15.689059 0.047053 SUCCESS  31
001000111  239  252  235  250  232  231  239  238  5.367733 0.717646 SUCCESS  32
001001011  256  234  258  261  233  238  245  284  8.652420 0.372460 SUCCESS  33
001001101  265  261  240  250  255  243  262  255  2.854667 0.943144 SUCCESS  34
001001111  233  241  233  225  243  264  252  247  6.371822 0.605657 SUCCESS  35
001010011  237  247  248  254  255  251  233  259  2.455539 0.963772 SUCCESS  36
001010101  259  253  250  281  257  251  260  245  5.079669 0.749028 SUCCESS  37
001010111  251  261  246  200  242  248  214  230 18.198764 0.019785 SUCCESS  38
001011011  269  252  254  274  263  237  274  247  7.787321 0.454516 SUCCESS  39
001011101  271  237  266  212  236  216  274  250 17.529285 0.025046 SUCCESS  40
001011111  260  244  286  218  239  261  269  255 12.763806 0.120239 SUCCESS  41
001100101  257  246  237  267  282  223  269  267 12.112170 0.146269 SUCCESS  42
001100111  258  266  221  253  231  249  240  254  6.814780 0.556742 SUCCESS  43
001101011  253  236  247  230  265  243  269  269  6.662731 0.573419 SUCCESS  44
001101101  244  232  250  249  246  238  240  249  2.566731 0.958546 SUCCESS  45
001101111  232  289  254  243  265  266  250  243 10.100630 0.258034 SUCCESS  46
001110101  265  256  256  253  239  265  256  257  3.055329 0.930837 SUCCESS  47
001110111  212  221  249  256  255  258  245  240 10.484113 0.232677 SUCCESS  48
001111011  234  244  258  245  251  246  245  256  1.896347 0.984026 SUCCESS  49
001111101  253  261  255  252  286  241  232  255  7.803483 0.452898 SUCCESS  50
001111111  263  245  243  269  263  222  255  263  7.247523 0.510178 SUCCESS  51
010000011  219  245  246  249  250  247  243  257  4.586804 0.800687 SUCCESS  52
010000111  248  207  231  222  254  258  266  256 13.935459 0.083463 SUCCESS  53
010001011  245  276  254  229  287  271  242  258 12.817333 0.118291 SUCCESS  54
010001111  251  253  275  267  244  237  231  235  7.094699 0.526451 SUCCESS  55
010010011  230  245  242  224  229  244  260  245  7.300275 0.504609 SUCCESS  56
010010111  251  239  236  244  231  239  250  255  3.555176 0.894866 SUCCESS  57
010011011  242  275  267  249  247  267  245  278  8.639620 0.373603 SUCCESS  58
010011111  257  249  255  224  247  224  219  263 10.608493 0.224884 SUCCESS  59
010100011  283  266  273  257  265  272  251  253 10.946465 0.204751 SUCCESS  60
010100111  268  253  267  249  243  249  236  226  5.977349 0.649769 SUCCESS  61
010101011  253  244  243  267  246  238  255  246  2.415200 0.965568 SUCCESS  62
010101111  272  254  245  218  237  243  218  240 11.951717 0.153371 SUCCESS  63
010110011  236  248  235  255  262  236  272  254  5.336962 0.721029 SUCCESS  64
010110111  253  253  238  271  257  248  242  268  4.323305 0.826840 SUCCESS  65
010111011  271  226  255  235  221  226  245  235 12.127943 0.145586 SUCCESS  66
010111111  256  270  283  227  233  249  240  254 10.179499 0.252653 SUCCESS  67
011000111  231  254  251  267  245  259  246  242  3.528541 0.896963 SUCCESS  68
011001111  247  248  224  259  251  255  250  260  3.706319 0.882601 SUCCESS  69
011010111  254  236  242  226  234  251  265  269  7.009883 0.535567 SUCCESS  70
011011111  238  274  255  251  240  265  234  246  5.556889 0.696729 SUCCESS  71
011101111  224  235  251  244  236  243  238  247  5.516937 0.701163 SUCCESS  72
011111111  253  265  264  258  247  216  253  265  7.834772 0.449774 SUCCESS  73
100000000  265  226  279  252  272  271  268  251 11.992703 0.151530 SUCCESS  74
100010000  228  262  255  258  222  214  256  241 12.048040 0.149073 SUCCESS  75
100100000  239  231  230  241  277  261  251  245  7.605406 0.472932 SUCCESS  76
100101000  262  248  242  237  252  255  282  265  6.869471 0.550779 SUCCESS  77
100110000  269  259  258  256  257  243  260  236  3.877503 0.868003 SUCCESS  78
100111000  238  287  253  269  248  291  229  232 17.933325 0.021732 SUCCESS  79
101000000  259  274  264  261  279  249  259  240  8.273333 0.407236 SUCCESS  80
101000100  246  282  264  243  235  216  253  226 13.446085 0.097395 SUCCESS  81
101001000  258  239  253  232  268  247  244  267  4.866594 0.771735 SUCCESS  82
101001100  254  230  238  258  282  223  247  258 10.135281 0.255659 SUCCESS  83
101010000  274  262  238  268  251  245  241  277  8.381293 0.397138 SUCCESS  84
101010100  260  255  275  258  241  270  260  264  6.593301 0.581078 SUCCESS  85
101011000  233  251  249  289  244  241  266  268 10.385980 0.238973 SUCCESS  86
101011100  248  251  232  206  251  251  243  262 10.170707 0.253248 SUCCESS  87
101100000  228  237  232  238  229  256  266  261  8.164469 0.417572 SUCCESS  88
101100100  235  259  268  264  250  219  273  237 10.282028 0.245787 SUCCESS  89
101101000  246  224  245  269  264  246  261  227  8.024186 0.431111 SUCCESS  90
101101100  239  250  289  271  243  247  262  268 10.803337 0.213093 SUCCESS  91
101110000  272  243  230  272  270  262  252  233  9.330044 0.315223 SUCCESS  92
101110100  274  239  255  238  251  242  257  255  4.159491 0.842454 SUCCESS  93
101111000  240  257  235  226  266  257  282  261  9.932808 0.269774 SUCCESS  94
101111100  266  257  244  245  221  267  235  226  9.498513 0.302000 SUCCESS  95
110000000  259  237  276  264  261  245  233  270  8.102667 0.423506 SUCCESS  96
110000010  282  241  221  233  244  268  285  241 16.141842 0.040394 SUCCESS  97
110000100  243  254  245  254  263  241  224  252  4.283224 0.830709 SUCCESS  98
110001000  249  251  237  246  234  217  223  246  9.408267 0.309034 SUCCESS  99
110001010  233  263  257  239  245  248  236  252  3.542246 0.895886 SUCCESS 100
110010000  245  234  228  231  245  224  241  233  9.074432 0.336056 SUCCESS 101
110010010  227  249  219  259  244  259  264  271  9.622505 0.292527 SUCCESS 102
110010100  251  229  235  274  256  236  282  256 10.490707 0.232258 SUCCESS 103
110011000  258  246  251  260  258  242  243  231  2.973358 0.936018 SUCCESS 104
110011010  238  265  267  240  226  259  264  233  7.859984 0.447266 SUCCESS 105
110100000  238  249  257  243  254  229  240  253  3.342360 0.911074 SUCCESS 106
110100010  252  300  237  229  260  230  274  219 21.311749 0.006364 FAILURE 107
110100100  232  233  258  239  259  267  261  242  5.596711 0.692303 SUCCESS 108
110101000  280  264  252  260  251  264  225  273 10.563370 0.227687 SUCCESS 109
110101010  254  246  268  244  230  257  255  265  4.516339 0.807796 SUCCESS 110
110101100  266  238  250  265  242  243  279  261  7.039232 0.532406 SUCCESS 111
110110000  228  246  255  252  240  274  260  239  5.899127 0.658530 SUCCESS 112
110110010  229  225  277  270  235  240  264  256 11.385543 0.180796 SUCCESS 113
110110100  257  246  256  258  271  234  258  252  3.851903 0.870232 SUCCESS 114
110111000  261  240  252  276  275  253  246  259  6.760218 0.562711 SUCCESS 115
110111010  267  215  262  250  253  258  246  241  7.562093 0.477370 SUCCESS 116
110111100  229  257  265  230  266  239  252  240  6.600412 0.580293 SUCCESS 117
111000000  241  238  269  268  264  258  235  264  6.587354 0.581735 SUCCESS 118
111000010  248  273  232  272  258  251  233  236  7.824170 0.450832 SUCCESS 119
111000100  258  289  238  231  261  243  234  249 10.414166 0.237151 SUCCESS 120
111000110  253  241  261  270  251  278  246  255  5.952525 0.652550 SUCCESS 121
111001000  234  236  246  224  251  257  226  250  7.313333 0.503234 SUCCESS 122
111001010  259  241  227  274  232  263  249  232  8.623459 0.375049 SUCCESS 123
111001100  251  256  252  240  242  221  264  257  5.339160 0.720787 SUCCESS 124
111010000  249  226  255  229  243  241  244  262  5.591281 0.692907 SUCCESS 125
111010010  251  236  260  227  258  272  265  242  6.881883 0.549429 SUCCESS 126
111010100  259  253  244  223  235  263  236  256  6.123451 0.633406 SUCCESS 127
111010110  253  252  239  268  240  248  267  254  3.589826 0.892108 SUCCESS 128
111011000  257  244  242  247  241  241  249  228  3.324000 0.912412 SUCCESS 129
111011010  262  267  247  268  258  253  249  270  5.139919 0.742522 SUCCESS 130
111011100  231  238  273  265  268  238  249  262  7.748275 0.458438 SUCCESS 131
111100000  263  238  247  242  259  231  227  255  5.712945 0.679350 SUCCESS 132
111100010  247  268  236  215  265  244  240  256  8.895749 0.351167 SUCCESS 133
111100100  229  245  244  225  248  277  234  258  9.014311 0.341090 SUCCESS 134
111100110  240  254  267  271  228  229  267  230 10.176137 0.252880 SUCCESS 135
111101000  239  263  270  235  254  242  253  248  4.170998 0.841375 SUCCESS 136
111101010  256  256  243  251  212  268  237  246  8.581051 0.378860 SUCCESS 137
111101100  284  247  241  240  248  232  245  232  8.365907 0.398567 SUCCESS 138
111101110  232  240  283  266  256  265  258  227 10.855830 0.210003 SUCCESS 139
111110000  270  250  232  235  263  231  223  236  9.938497 0.269369 SUCCESS 140
111110010  232  239  235  241  241  274  228  240  8.232606 0.411085 SUCCESS 141
111110100  235  247  242  234  263  240  242  244  3.811952 0.873679 SUCCESS 142
111110110  259  254  277  234  263  246  256  266  6.457285 0.596149 SUCCESS 143
111111000  262  265  248  234  263  222  205  254 14.983636 0.059464 SUCCESS 144
111111010  254  238  239  247  220  263  226  245  8.100469 0.423718 SUCCESS 145
111111100  244  248  256  257  273  237  241  264  4.553705 0.804036 SUCCESS 146
111111110  253  265  264  259  247  216  253  265  7.905236 0.442781 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  237  249  267  250  276  258  243  247  5.204178 0.735547 SUCCESS   0
000000011  243  246  275  237  256  241  262  243  4.836986 0.774849 SUCCESS   1
000000101  259  232  272  241  244  268  282  236 10.554707 0.228228 SUCCESS   2
000000111  242  261  251  221  246  237  246  274  7.460986 0.487807 SUCCESS   3
000001001  245  257  230  258  234  256  260  254  3.913188 0.864870 SUCCESS   4
000001011  245  239  261  260  251  242  270  240  3.857075 0.869783 SUCCESS   5
000001101  234  270  245  248  254  250  257  246  3.169754 0.923257 SUCCESS   6
000001111  254  252  264  247  255  226  221  241  7.226966 0.512355 SUCCESS   7
000010001  244  276  231  260  234  245  234  279 10.554836 0.228220 SUCCESS   8
000010011  248  268  253  242  227  246  262  254  4.575943 0.801788 SUCCESS   9
000010101  242  248  266  255  270  273  258  244  5.708549 0.679841 SUCCESS  10
000010111  260  245  265  251  254  264  261  243  3.038263 0.931933 SUCCESS  11
000011001  227  227  248  268  227  228  214  234 16.330352 0.037889 SUCCESS  12
000011011  236  270  256  276  270  250  263  248  7.791329 0.454115 SUCCESS  13
000011101  231  258  231  219  227  267  232  234 12.998990 0.111884 SUCCESS  14
000011111  269  225  266  257  243  228  237  255  8.346642 0.400362 SUCCESS  15
000100011  224  269  237  229  230  232  236  262 11.205956 0.190300 SUCCESS  16
000100101  244  252  232  278  268  263  237  254  7.558473 0.477742 SUCCESS  17
000100111  243  258  235  251  238  256  254  260  2.626594 0.955566 SUCCESS  18
000101001  250  290  254  269  235  261  247  270 11.313139 0.184580 SUCCESS  19
000101011  266  238  264  262  266  246  266  242  5.517455 0.701105 SUCCESS  20
000101101  269  234  260  253  239  222  270  254  8.469341 0.389015 SUCCESS  21
000101111  261  250  280  237  262  270  272  267 10.385204 0.239023 SUCCESS  22
000110011  223  249  262  271  223  236  233  230 12.108937 0.146409 SUCCESS  23
000110101  242  274  255  236  246  296  262  252 13.003644 0.111724 SUCCESS  24
000110111  228  257  240  249  249  267  256  255  4.075451 0.850253 SUCCESS  25
000111001  260  225  262  257  220  284  242  286 17.936040 0.021711 SUCCESS  26
000111011  233  253  243  190  261  251  251  245 16.933115 0.030813 SUCCESS  27
000111101  267  270  219  274  279  233  268  255 15.337382 0.052908 SUCCESS  28
000111111  250  233  251  220  261  269  215  254 12.046101 0.149159 SUCCESS  29
001000011  236  246  240  249  230  259  240  246  3.758036 0.878268 SUCCESS  30
001000101  249  256  242  249  259  247  255  245  1.001511 0.998239 SUCCESS  31
001000111  254  258  240  225  241  257  256  260  4.429972 0.816398 SUCCESS  32
001001011  251  245  230  267  250  257  229  234  6.039927 0.642759 SUCCESS  33
001001101  278  291  259  251  241  258  232  249 12.490093 0.130640 SUCCESS  34
001001111  259  225  255  292  219  238  262  245 15.593123 0.048588 SUCCESS  35
001010011  260  263  259  261  243  262  268  280  7.823782 0.450870 SUCCESS  36
001010101  250  248  241  247  275  269  247  270  6.166634 0.628572 SUCCESS  37
001010111  269  243  254  252  294  253  237  254 10.598925 0.225476 SUCCESS  38
001011011  245  228  262  244  252  252  259  246  3.283531 0.915326 SUCCESS  39
001011101  270  241  293  244  235  218  250  255 15.060824 0.057974 SUCCESS  40
001011111  271  258  257  225  256  260  255  246  5.613907 0.690390 SUCCESS  41
001100101  231  257  236  247  236  237  239  241  4.880558 0.770263 SUCCESS  42
001100111  266  245  240  236  260  216  245  228  9.681463 0.288099 SUCCESS  43
001101011  243  289  230  253  286  282  269  269 20.789406 0.007728 FAILURE  44
001101101  279  259  253  248  268  257  262  251  6.021568 0.644816 SUCCESS  45
001101111  242  258  242  247  248  277  279  262  7.946739 0.438690 SUCCESS  46
001110101  217  252  220  272  235  271  203  233 23.326392 0.002970 FAILURE  47
001110111  284  230  271  219  258  249  245  255 12.715580 0.122018 SUCCESS  48
001111011  251  285  221  271  268  242  266  258 13.313818 0.101499 SUCCESS  49
001111101  246  254  243  251  254  230  253  241  2.429164 0.964952 SUCCESS  50
001111111  268  256  245  225  253  243  242  263  5.382085 0.716066 SUCCESS  51
010000011  233  244  269  248  230  264  230  248  6.987774 0.537952 SUCCESS  52
010000111  288  246  233  255  239  269  262  246 10.000816 0.264969 SUCCESS  53
010001011  266  235  254  256  254  235  266  252  4.280380 0.830982 SUCCESS  54
010001111  234  256  235  247  279  228  259  246  8.057543 0.427869 SUCCESS  55
010010011  268  250  248  266  256  250  243  282  7.012727 0.535260 SUCCESS  56
010010111  241  258  241  241  241  252  224  254  4.478715 0.811559 SUCCESS  57
010011011  272  250  270  248  236  246  239  249  5.057172 0.751448 SUCCESS  58
010011111  269  258  254  266  256  249  268  255  4.490481 0.810385 SUCCESS  59
010100011  216  252  236  266  264  291  255  243 14.744444 0.064309 SUCCESS  60
010100111  253  264  257  238  234  275  234  266  7.412760 0.492822 SUCCESS  61
010101011  249  230  261  252  280  255  237  268  8.047200 0.428873 SUCCESS  62
010101111  262  245  259  258  286  288  241  260 13.397212 0.098894 SUCCESS  63
010110011  265  239  238  251  275  224  252  259  7.766246 0.456631 SUCCESS  64
010110111  236  272  233  226  257  227  258  253  9.080768 0.335528 SUCCESS  65
010111011  252  252  241  261  281  227  230  239  9.186917 0.326774 SUCCESS  66
010111111  266  259  259  219  276  286  251  232 15.215200 0.055094 SUCCESS  67
011000111  252  262  254  259  255  240  241  229  3.689511 0.883995 SUCCESS  68
011001111  248  237  243  242  260  210  256  225 10.941422 0.205040 SUCCESS  69
011010111  251  264  244  255  297  264  258  249 11.297366 0.185413 SUCCESS  70
011011111  260  261  242  235  243  240  250  255  2.828162 0.944674 SUCCESS  71
011101111  275  211  248  240  256  235  226  250 12.764453 0.120215 SUCCESS  72
011111111  241  260  227  225  261  259  240  226  9.148129 0.329955 SUCCESS  73
100000000  237  249  267  250  276  258  243  247  5.204178 0.735547 SUCCESS  74
100010000  232  268  295  252  243  277  258  260 14.984154 0.059454 SUCCESS  75
100100000  250  230  267  278  262  233  242  256  8.301907 0.404548 SUCCESS  76
100101000  256  239  254  257  262  268  252  258  3.142085 0.925127 SUCCESS  77
100110000  246  243  245  252  232  264  251  235  3.471265 0.901408 SUCCESS  78
100111000  249  232  247  229  244  250  241  234  4.740145 0.784954 SUCCESS  79
101000000  263  235  222  236  240  232  237  251  8.131499 0.420732 SUCCESS  80
101000100  222  264  272  253  247  278  264  263 10.893584 0.207802 SUCCESS  81
101001000  276  267  242  286  240  259  262  252 10.991459 0.202184 SUCCESS  82
101001100  240  275  270  240  262  284  253  235 11.422651 0.178882 SUCCESS  83
101010000  259  240  262  235  245  238  225  232  6.892873 0.548234 SUCCESS  84
101010100  254  262  262  240  241  246  218  254  6.372727 0.605557 SUCCESS  85
101011000  225  244  284  248  232  213  226  256 17.061503 0.029475 SUCCESS  86
101011100  251  229  259  265  244  254  258  244  3.724162 0.881114 SUCCESS  87
101100000  244  254  249  273  249  224  256  255  5.461859 0.707262 SUCCESS  88
101100100  267  265  221  258  229  236  259  224 11.633139 0.168338 SUCCESS  89
101101000  266  260  241  250  281  269  289  270 15.241834 0.054610 SUCCESS  90
101101100  255  219  265  265  242  245  275  235  9.826400 0.277422 SUCCESS  91
101110000  289  260  217  235  251  276  243  232 16.487830 0.035907 SUCCESS  92
101110100  255  283  286  247  246  239  257  231 12.277147 0.139260 SUCCESS  93
101111000  254  260  234  227  272  286  228  241 13.430182 0.097881 SUCCESS  94
101111100  281  223  221  252  251  240  216  275 18.269487 0.019294 SUCCESS  95
110000000  256  250  264  233  258  279  260  227  8.505802 0.385682 SUCCESS  96
110000010  243  278  229  256  253  226  263  263  9.240186 0.322441 SUCCESS  97
110000100  239  243  233  255  204  243  218  266 16.242949 0.039032 SUCCESS  98
110001000  230  252  275  230  255  260  238  249  7.027984 0.533616 SUCCESS  99
110001010  273  233  262  270  247  272  241  256  8.165891 0.417436 SUCCESS 100
110010000  230  206  251  236  265  243  215  256 16.818174 0.032059 SUCCESS 101
110010010  245  237  253  236  250  250  228  253  3.684339 0.884422 SUCCESS 102
110010100  270  244  251  244  253  261  253  265  3.468291 0.901637 SUCCESS 103
110011000  242  261  263  242  240  254  243  247  2.448299 0.964098 SUCCESS 104
110011010  266  254  239  252  283  266  269  249  8.715127 0.366894 SUCCESS 105
110100000  247  260  242  242  239  262  285  286 12.515434 0.129645 SUCCESS 106
110100010  259  265  254  254  264  255  263  242  3.284048 0.915289 SUCCESS 107
110100100  274  253  242  274  255  254  263  238  6.539774 0.586999 SUCCESS 108
110101000  250  247  249  256  227  258  245  247  2.781745 0.947299 SUCCESS 109
110101010  253  244  282  245  246  232  208  252 13.242966 0.103759 SUCCESS 110
110101100  245  259  249  257  247  225  237  278  7.211063 0.514041 SUCCESS 111
110110000  234  263  243  248  227  223  247  249  7.215329 0.513589 SUCCESS 112
110110010  236  256  251  267  248  241  259  263  3.548453 0.895397 SUCCESS 113
110110100  265  274  218  252  255  257  267  282 13.314853 0.101466 SUCCESS 114
110111000  266  267  227  247  251  267  240  281 10.076323 0.259710 SUCCESS 115
110111010  225  258  278  262  229  236  258  231 11.081059 0.197148 SUCCESS 116
